Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
202301;Enero de 2023;7;Castilla y León;49;Zamora;49011;Arcos de la Polvorosa;12;0;0;6;0;<5;<5;0;<5;<5;7;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49012;Argañín;<5;0;0;<5;0;0;0;0;0;<5;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49013;Argujillo;5;0;<5;<5;<5;<5;<5;0;0;0;<5;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49014;Arquillinos;<5;0;0;<5;0;0;0;0;<5;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49015;Arrabalde;12;<5;<5;<5;0;<5;6;<5;0;0;9;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49016;Aspariegos;17;0;<5;6;<5;<5;5;<5;<5;<5;11;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49017;Asturianos;14;0;<5;7;0;<5;<5;<5;0;5;8;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49018;Ayoó de Vidriales;10;0;0;7;0;<5;<5;0;<5;<5;7;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49019;Barcial del Barco;12;0;<5;<5;0;<5;5;<5;0;<5;10;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49020;Belver de los Montes;19;<5;<5;6;0;<5;5;<5;<5;<5;15;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49021;Benavente;1419;49;190;279;73;328;500;60;121;64;1026;148
202301;Enero de 2023;7;Castilla y León;49;Zamora;49022;Benegiles;15;0;<5;<5;0;<5;7;0;0;0;15;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49023;Bermillo de Sayago;26;0;0;10;<5;<5;10;<5;<5;<5;18;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49024;Bóveda de Toro, La;28;<5;<5;8;<5;6;8;7;<5;<5;17;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49025;Bretó;6;<5;<5;<5;0;<5;<5;0;<5;0;<5;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49026;Bretocino;10;<5;0;<5;<5;<5;<5;0;<5;0;8;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49027;Brime de Sog;8;0;<5;<5;0;<5;<5;0;0;<5;6;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49028;Brime de Urz;11;<5;<5;<5;0;<5;<5;0;<5;0;7;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49029;Burganes de Valverde;35;<5;9;8;<5;0;16;<5;<5;0;27;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49030;Bustillo del Oro;6;0;0;<5;<5;<5;<5;0;<5;0;<5;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49031;Cabañas de Sayago;7;0;<5;<5;<5;0;<5;0;0;0;7;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49032;Calzadilla de Tera;15;<5;<5;5;0;<5;5;<5;<5;<5;11;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49033;Camarzana de Tera;43;<5;<5;14;<5;11;12;<5;<5;<5;33;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49034;Cañizal;26;<5;<5;8;0;5;9;0;<5;<5;23;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49035;Cañizo;<5;0;0;0;0;0;<5;0;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49036;Carbajales de Alba;13;0;<5;<5;0;<5;<5;<5;0;<5;7;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49037;Carbellino;<5;0;<5;<5;<5;<5;0;0;<5;0;<5;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49038;Casaseca de Campeán;10;<5;<5;0;<5;<5;<5;<5;0;<5;6;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49039;Casaseca de las Chanas;20;<5;<5;<5;0;5;9;0;<5;<5;15;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49040;Castrillo de la Guareña;7;<5;0;<5;<5;0;<5;<5;0;<5;<5;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49041;Castrogonzalo;26;<5;0;10;0;6;7;<5;<5;<5;17;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49042;Castronuevo;6;0;0;<5;0;<5;<5;<5;0;<5;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49043;Castroverde de Campos;6;<5;0;<5;<5;<5;<5;<5;<5;<5;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49044;Cazurra;<5;0;0;<5;0;0;<5;0;<5;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49046;Cerecinos de Campos;12;0;<5;7;<5;0;<5;<5;<5;<5;8;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49047;Cerecinos del Carrizal;9;0;<5;0;<5;<5;<5;<5;0;0;5;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49048;Cernadilla;<5;0;0;0;0;0;<5;0;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49050;Cobreros;48;<5;8;17;<5;8;12;<5;<5;<5;39;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49052;Coomonte;9;0;<5;<5;0;<5;<5;0;<5;0;7;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49053;Coreses;80;<5;15;16;<5;20;21;6;9;<5;54;8
202301;Enero de 2023;7;Castilla y León;49;Zamora;49054;Corrales del Vino;43;<5;5;12;<5;9;14;0;<5;<5;35;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49055;Cotanes del Monte;<5;0;0;<5;0;0;<5;<5;0;<5;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49056;Cubillos;23;0;6;8;<5;<5;<5;<5;<5;<5;15;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49057;Cubo de Benavente;6;0;0;<5;0;0;<5;0;0;<5;5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49058;Cubo de Tierra del Vino, El;22;<5;<5;9;<5;5;<5;<5;<5;5;10;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49059;Cuelgamures;9;0;<5;<5;0;<5;<5;<5;0;0;6;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49061;Entrala;10;0;0;<5;0;<5;<5;<5;<5;<5;5;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49062;Espadañedo;8;0;<5;<5;0;<5;<5;0;0;<5;5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49063;Faramontanos de Tábara;20;0;<5;10;0;<5;6;<5;<5;0;17;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49064;Fariza;12;0;<5;<5;<5;<5;<5;<5;0;0;8;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49065;Fermoselle;85;<5;5;37;<5;11;29;7;7;11;59;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49066;Ferreras de Abajo;23;<5;<5;8;<5;<5;8;5;<5;0;15;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49067;Ferreras de Arriba;16;0;0;7;0;<5;8;<5;<5;<5;11;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49068;Ferreruela;18;0;<5;13;0;0;<5;<5;<5;<5;11;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49069;Figueruela de Arriba;14;0;<5;6;<5;0;<5;<5;<5;<5;7;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49071;Fonfría;43;<5;<5;15;<5;7;15;0;<5;10;27;5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49075;Fresno de la Polvorosa;6;<5;<5;<5;0;<5;0;<5;0;0;5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49076;Fresno de la Ribera;16;0;<5;<5;<5;<5;6;0;<5;<5;13;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49077;Fresno de Sayago;5;0;0;<5;0;<5;<5;0;<5;0;<5;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49078;Friera de Valverde;<5;0;<5;<5;0;0;<5;0;0;<5;0;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49079;Fuente Encalada;<5;0;0;<5;0;0;<5;0;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49080;Fuentelapeña;28;<5;<5;9;<5;7;5;0;<5;6;18;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49081;Fuentesaúco;101;<5;9;18;<5;27;42;7;11;6;68;9
202301;Enero de 2023;7;Castilla y León;49;Zamora;49082;Fuentes de Ropel;11;0;<5;<5;<5;<5;5;0;0;0;11;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49083;Fuentesecas;<5;0;0;0;0;0;<5;0;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49084;Fuentespreadas;8;0;<5;<5;0;<5;<5;0;<5;0;7;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49085;Galende;66;<5;10;16;<5;11;25;<5;<5;<5;60;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49086;Gallegos del Pan;<5;0;<5;<5;0;0;0;0;<5;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49087;Gallegos del Río;23;0;<5;13;0;<5;<5;<5;<5;<5;14;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49088;Gamones;<5;0;0;<5;0;<5;<5;0;0;<5;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49090;Gema;14;0;<5;6;0;<5;5;<5;<5;0;11;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49091;Granja de Moreruela;16;0;<5;6;0;<5;7;0;0;<5;13;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49092;Granucillo;<5;0;<5;<5;0;0;<5;<5;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49093;Guarrate;9;0;<5;<5;0;<5;<5;0;<5;<5;6;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49094;Hermisende;9;0;0;6;0;<5;<5;0;<5;0;8;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49095;Hiniesta, La;28;0;7;9;<5;<5;8;<5;<5;<5;19;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49096;Jambrina;9;0;<5;5;0;<5;0;<5;0;<5;6;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49097;Justel;<5;0;0;<5;0;0;<5;0;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49098;Losacino;8;0;<5;<5;0;0;<5;<5;0;<5;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49099;Losacio;<5;0;0;0;0;<5;<5;0;<5;0;0;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49100;Lubián;18;<5;6;5;0;0;6;<5;<5;<5;11;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49101;Luelmo;10;<5;<5;<5;<5;<5;0;0;<5;0;7;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49102;Maderal, El;7;0;<5;<5;0;0;<5;0;0;0;7;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49103;Madridanos;25;<5;<5;6;<5;5;9;<5;<5;<5;17;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49104;Mahide;20;0;<5;11;0;<5;6;<5;0;<5;13;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49105;Maire de Castroponce;<5;0;0;<5;0;0;<5;0;<5;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49107;Malva;6;0;<5;<5;0;0;<5;0;0;<5;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49108;Manganeses de la Lampreana;25;0;6;7;<5;<5;7;<5;5;<5;16;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49109;Manganeses de la Polvorosa;50;<5;7;10;<5;8;21;6;<5;<5;33;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49110;Manzanal de Arriba;26;0;<5;10;<5;5;8;<5;<5;0;23;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49111;Manzanal del Barco;<5;<5;0;<5;0;0;<5;0;0;<5;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49112;Manzanal de los Infantes;10;<5;0;<5;0;<5;<5;<5;0;0;5;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49113;Matilla de Arzón;5;0;<5;<5;0;0;<5;0;0;<5;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49114;Matilla la Seca;<5;0;<5;<5;0;0;<5;0;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49115;Mayalde;10;0;0;6;0;<5;<5;<5;<5;<5;6;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49116;Melgar de Tera;16;0;<5;<5;0;6;<5;<5;<5;<5;10;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49117;Micereces de Tera;9;0;<5;<5;0;<5;<5;<5;<5;0;7;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49118;Milles de la Polvorosa;7;0;<5;<5;0;<5;<5;0;<5;<5;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49119;Molacillos;11;<5;<5;<5;0;<5;<5;<5;<5;0;8;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49120;Molezuelas de la Carballeda;<5;0;<5;0;0;0;0;<5;0;0;0;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49121;Mombuey;18;0;<5;7;0;<5;6;<5;<5;<5;13;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49122;Monfarracinos;44;0;6;12;<5;7;17;<5;<5;<5;38;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49123;Montamarta;40;<5;7;7;0;11;13;0;<5;5;30;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49124;Moral de Sayago;17;<5;<5;<5;<5;<5;7;0;<5;<5;13;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49125;Moraleja del Vino;113;6;14;30;5;24;34;5;16;7;76;9
202301;Enero de 2023;7;Castilla y León;49;Zamora;49126;Moraleja de Sayago;10;<5;0;<5;<5;<5;<5;0;<5;0;8;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49127;Morales del Vino;165;9;25;29;<5;37;63;<5;16;<5;133;9
202301;Enero de 2023;7;Castilla y León;49;Zamora;49128;Morales de Rey;51;<5;6;10;<5;8;20;<5;<5;<5;36;6
202301;Enero de 2023;7;Castilla y León;49;Zamora;49129;Morales de Toro;58;<5;11;5;<5;14;23;8;<5;0;44;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49130;Morales de Valverde;5;0;0;<5;0;<5;<5;0;0;0;5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49131;Moralina;14;0;<5;<5;0;<5;<5;<5;0;0;11;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49132;Moreruela de los Infanzones;17;<5;<5;5;<5;<5;5;0;0;<5;13;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49133;Moreruela de Tábara;12;0;<5;<5;0;<5;<5;<5;<5;<5;<5;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49134;Muelas de los Caballeros;8;0;<5;<5;<5;<5;<5;0;0;<5;6;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49135;Muelas del Pan;35;<5;8;13;0;5;8;<5;<5;9;21;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49136;Muga de Sayago;17;<5;<5;<5;<5;<5;6;<5;<5;<5;12;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49137;Navianos de Valverde;7;<5;0;<5;0;<5;<5;0;0;<5;5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49138;Olmillos de Castro;10;0;<5;7;0;0;<5;0;0;<5;8;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49139;Otero de Bodas;<5;0;0;0;0;<5;<5;0;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49141;Pajares de la Lampreana;12;0;<5;5;0;<5;5;<5;0;0;11;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49142;Palacios del Pan;15;0;<5;<5;0;<5;7;<5;<5;<5;10;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49143;Palacios de Sanabria;13;0;<5;0;0;<5;8;0;<5;<5;11;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49145;Pedralba de la Pradería;11;0;<5;<5;0;<5;<5;0;0;5;6;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49146;Pego, El;5;0;0;<5;0;<5;<5;<5;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49147;Peleagonzalo;19;0;<5;8;0;<5;7;0;<5;0;18;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49148;Peleas de Abajo;23;<5;5;<5;<5;<5;9;<5;<5;0;17;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49149;Peñausende;28;<5;5;8;0;<5;9;<5;<5;<5;18;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49150;Peque;<5;0;0;<5;0;<5;<5;0;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49151;Perdigón, El;41;<5;6;12;<5;6;13;<5;<5;<5;27;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49152;Pereruela;26;<5;<5;<5;<5;5;6;<5;5;<5;15;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49153;Perilla de Castro;<5;0;0;<5;0;0;0;<5;0;<5;0;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49154;Pías;10;0;<5;<5;0;0;5;0;0;<5;9;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49155;Piedrahita de Castro;5;0;<5;<5;0;0;<5;<5;<5;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49156;Pinilla de Toro;8;0;0;5;0;<5;<5;<5;<5;0;5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49157;Pino del Oro;8;0;<5;<5;0;0;<5;<5;0;<5;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49158;Piñero, El;<5;0;0;<5;0;0;<5;0;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49159;Pobladura del Valle;11;<5;<5;<5;0;<5;5;<5;<5;0;8;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49160;Pobladura de Valderaduey;0;0;0;0;0;0;0;0;0;0;0;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49162;Porto;9;0;0;7;0;0;<5;<5;0;0;8;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49163;Pozoantiguo;14;<5;<5;<5;0;<5;6;0;<5;0;13;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49164;Pozuelo de Tábara;10;0;0;<5;0;<5;<5;0;0;<5;9;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49165;Prado;0;0;0;0;0;0;0;0;0;0;0;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49166;Puebla de Sanabria;72;<5;6;19;<5;16;27;<5;<5;<5;62;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49167;Pueblica de Valverde;<5;0;<5;<5;0;0;<5;<5;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49168;Quintanilla del Monte;<5;0;<5;0;0;<5;<5;<5;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49169;Quintanilla del Olmo;<5;0;<5;<5;0;0;<5;0;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49170;Quintanilla de Urz;5;0;0;0;0;0;5;0;0;<5;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49171;Quiruelas de Vidriales;34;0;<5;14;<5;<5;12;<5;<5;5;22;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49172;Rabanales;10;0;<5;<5;0;<5;<5;<5;<5;<5;<5;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49173;Rábano de Aliste;15;0;<5;10;0;<5;<5;<5;<5;<5;7;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49174;Requejo;5;<5;0;0;<5;<5;<5;0;0;0;5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49175;Revellinos;15;<5;<5;<5;0;<5;6;<5;<5;0;9;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49176;Riofrío de Aliste;19;<5;<5;<5;<5;<5;9;0;<5;<5;14;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49177;Rionegro del Puente;11;0;<5;6;<5;0;<5;0;0;<5;9;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49178;Roales;57;0;6;9;0;18;24;0;9;<5;42;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49179;Robleda-Cervantes;43;<5;<5;12;<5;7;17;0;<5;<5;37;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49180;Roelos de Sayago;<5;0;0;<5;0;0;<5;0;0;<5;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49181;Rosinos de la Requejada;20;0;<5;7;<5;<5;7;<5;<5;<5;15;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49183;Salce;<5;0;0;0;0;<5;<5;0;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49184;Samir de los Caños;8;0;0;<5;0;<5;<5;0;<5;<5;5;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49185;San Agustín del Pozo;7;0;<5;<5;<5;<5;<5;0;<5;<5;5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49186;San Cebrián de Castro;17;<5;0;8;0;<5;6;<5;<5;<5;12;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49187;San Cristóbal de Entreviñas;86;7;8;17;<5;16;36;5;6;9;56;10
202301;Enero de 2023;7;Castilla y León;49;Zamora;49188;San Esteban del Molar;6;0;<5;<5;<5;<5;<5;0;0;<5;<5;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49189;San Justo;15;0;<5;7;0;<5;<5;<5;<5;<5;10;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49190;San Martín de Valderaduey;<5;0;0;<5;0;0;0;0;0;<5;0;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49191;San Miguel de la Ribera;6;0;<5;<5;0;0;0;<5;0;<5;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49192;San Miguel del Valle;<5;0;0;<5;0;<5;<5;0;0;0;<5;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49193;San Pedro de Ceque;33;<5;<5;11;<5;<5;12;<5;<5;6;22;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49194;San Pedro de la Nave-Almendra;20;0;<5;5;0;<5;7;<5;<5;<5;15;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49197;Santa Clara de Avedillo;9;0;<5;<5;0;<5;<5;0;<5;0;8;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49199;Santa Colomba de las Monjas;14;<5;<5;<5;<5;<5;6;<5;0;<5;9;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49200;Santa Cristina de la Polvorosa;67;<5;<5;18;<5;14;26;<5;10;7;45;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49201;Santa Croya de Tera;11;0;<5;<5;0;<5;<5;<5;0;<5;8;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49202;Santa Eufemia del Barco;7;0;<5;<5;0;0;<5;0;0;0;7;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49203;Santa María de la Vega;18;5;<5;5;<5;<5;<5;<5;<5;0;16;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49204;Santa María de Valverde;<5;0;0;<5;0;0;<5;0;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49205;Santibáñez de Tera;13;0;0;<5;0;<5;8;<5;<5;<5;8;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49206;Santibáñez de Vidriales;27;<5;<5;8;<5;7;9;<5;<5;<5;21;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49207;Santovenia;10;0;<5;<5;0;<5;<5;0;0;0;10;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49208;San Vicente de la Cabeza;13;<5;<5;7;0;<5;<5;<5;<5;<5;6;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49209;San Vitero;16;0;<5;<5;0;<5;6;0;<5;<5;12;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49210;Sanzoles;26;0;<5;8;0;5;11;7;<5;0;15;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49214;Tábara;45;<5;<5;13;<5;16;10;<5;<5;<5;36;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49216;Tapioles;6;0;<5;<5;0;<5;<5;0;0;0;6;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49219;Toro;492;22;58;104;23;101;184;57;53;24;319;39
202301;Enero de 2023;7;Castilla y León;49;Zamora;49220;Torre del Valle, La;7;0;0;<5;<5;0;<5;0;0;0;6;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49221;Torregamones;8;0;0;<5;<5;<5;5;<5;0;0;6;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49222;Torres del Carrizal;21;0;<5;<5;0;6;10;<5;<5;<5;12;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49223;Trabazos;44;<5;<5;21;0;<5;13;6;<5;5;30;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49224;Trefacio;17;<5;0;9;0;<5;5;0;0;<5;15;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49225;Uña de Quintana;5;0;0;<5;0;<5;<5;0;0;<5;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49226;Vadillo de la Guareña;10;0;<5;<5;0;<5;<5;<5;0;<5;5;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49227;Valcabado;19;<5;<5;<5;<5;7;5;<5;0;0;15;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49228;Valdefinjas;<5;0;0;<5;0;<5;0;0;0;0;<5;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49229;Valdescorriel;<5;0;0;<5;0;0;<5;0;0;<5;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49230;Vallesa de la Guareña;<5;<5;0;<5;0;0;0;0;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49231;Vega de Tera;12;0;0;<5;<5;<5;<5;<5;0;<5;8;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49232;Vega de Villalobos;7;0;<5;<5;<5;<5;<5;0;0;0;6;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49233;Vegalatrave;<5;0;0;0;0;<5;<5;0;0;0;<5;0
202301;Enero de 2023;7;Castilla y León;49;Zamora;49234;Venialbo;34;0;<5;5;<5;12;12;5;<5;<5;26;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49235;Vezdemarbán;23;0;0;10;0;<5;9;<5;0;<5;19;<5
202301;Enero de 2023;7;Castilla y León;49;Zamora;49236;Vidayanes;<5;0;<5;0;0;0;0;0;0;0;<5;0
